N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y,
02-2014-1104,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,404,B,,,,,,PR,,HUTB-009641,3,2.172558428,41.4036114,
09-2014-0268,9,SANT ANDREU,63,Navas,Avinguda,MERIDIANA,1,219,,,,,,,6,3,HUTB-012598,9,2.185500144,41.41454234,
02-2014-0351,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,CENTELLES,2,22,,,,,,,AT,,HUTB-008666,2,2.178928763,41.40604096,
01-2014-0266,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PORTAFERRISSA,1,27,,,,,,,2,,HUTB-012203,8,2.17287984,41.3821919,
01-2014-0267,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,PR,1,HUTB-014546,5,2.171404247,41.38132773,
01-2014-0268,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,PR,2,HUTB-013595,6,2.171404247,41.38132773,
01-2014-0269,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,PR,3,HUTB-013596,7,2.171404247,41.38132773,
01-2014-0270,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,1,1,HUTB-013590,6,2.171404247,41.38132773,
02-2014-1216,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,104,,,,,,,3,2,HUTB-010064,12,2.157821909,41.39040345,
02-2014-1217,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,104,,,,,,,2,1,HUTB-010066,7,2.157821909,41.39040345,
02-2014-2208,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE D'URGELL,2,18,,,,,,,3,1,HUTB-012391,9,2.160746953,41.37802109,
03-2014-0740,3,SANTS-MONTJUÏC,18,Sants,Carrer,NOGUERA PALLARESA,1,13,,,,,,,BJ,1,HUTB-012603,8,2.135544426,41.36971901,
02-2014-0586,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,23,,,,,,,1,1B,HUTB-009466,6,2.165678432,41.38503396,
10-2014-0246,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,100,,108,,,,1,8,D,HUTB-009022,8,2.202579562,41.40612531,
06-2014-0288,6,GRACIA,31,la Vila de Gràcia,Carrer,BRUNIQUER,1,65,,,,,,,2,,HUTB-009727,6,2.161201604,41.40388299,
06-2014-0289,6,GRACIA,31,la Vila de Gràcia,Carrer,BRUNIQUER,1,65,,,,,,,1,,HUTB-009728,2,2.161201604,41.40388299,
06-2014-0290,6,GRACIA,31,la Vila de Gràcia,Carrer,BRUNIQUER,1,65,,,,,,,4,,HUTB-009729,3,2.161201604,41.40388299,
02-2014-1028,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,1,301,,,,,,B,1,2,HUTB-001080,7,2.165404182,41.39510163,
02-2014-1029,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,2,66,,,,,,,SA,2,HUTB-009993,4,2.154695917,41.37617098,
02-2014-1030,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,2,282,,,,,,,2,2,HUTB-009694,11,2.164534185,41.39068811,
02-2014-1031,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,2,282,,,,,,,2,1,HUTB-009693,7,2.164534185,41.39068811,
02-2014-1326,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MALLORCA,1,191,,,,,,,3,1,HUTB-012678,14,2.155744895,41.38782474,
02-2014-0477,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ROSSELLO,2,118,,,,,,,4,2,HUTB-009376,6,2.150278657,41.3868429,
02-2014-0847,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,177,,,,,,,EN,1,HUTB-009875,10,2.158717223,41.38324885,
02-2014-0956,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,66,,,,,,,PR,2,HUTB-010361,8,2.153579257,41.37654191,
02-2014-0957,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,66,,,,,,,PR,3,HUTB-010360,8,2.153579257,41.37654191,
06-2014-0329,6,GRACIA,31,la Vila de Gràcia,Carrer,RAMON Y CAJAL,1,41,,,,,,,1,1,HUTB-010351,7,2.15807632,41.40113377,
02-2014-1144,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,6,4,HUTB-010790,4,2.163066622,41.38890243,
02-2014-1279,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,120,,,,,,,3,2,HUTB-009832,10,2.154816765,41.38003601,
05-2014-0229,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,ESCIPIO,1,61,,,,,,,EN,1,HUTB-010037,2,2.143095,41.40411592,
02-2014-1288,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CORSEGA,1,257,,,,,,,4,1,HUTB-009691,7,2.153524346,41.39126606,
10-2014-0378,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,CONCA,1,1,B,,,,,,2,1,HUTB-009948,2,2.179624217,41.41119268,
02-2014-1298,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,CASP,1,75,,,,,,,6,1,HUTB-009809,6,2.17696612,41.39318154,
06-2014-0364,6,GRACIA,31,la Vila de Gràcia,Carrer,MILA I FONTANALS,2,82,,,,,,,3,1,HUTB-009563,2,2.159582306,41.40089194,
06-2014-0425,6,GRACIA,28,Vallcarca i els Penitents,Avinguda,REPUBLICA ARGENTINA,2,52,,,,,,,1,2,HUTB-010850,5,2.145717227,41.4073437,
06-2014-0302,6,GRACIA,31,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,1,47,,,,,,,PR,1,HUTB-010357,5,2.154545801,41.39645383,
02-2014-0975,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,39,,,,,,,3,2,HUTB-010418,16,2.172637477,41.39085939,
10-2014-0349,10,SANT MARTI,70,el Besòs i el Maresme,Carrer,FERRER BASSA,2,30,,,,,,,2,1,HUTB-010270,4,2.215432137,41.41480052,
07-2014-0229,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,RAMON ROCAFULL,1,75,,,,,,,AT,4,HUTB-012109,2,2.153466338,41.4205659,
01-2014-0062,1,CIUTAT VELLA,1,el Raval,Carrer,JUNTA DE COMERÇ,1,23,,,,,,,PR,1,HUTB-013224,13,2.170787869,41.37759776,
01-2014-0067,1,CIUTAT VELLA,1,el Raval,Carrer,JUNTA DE COMERÇ,1,23,,,,,,,3,2,HUTB-013231,14,2.170787869,41.37759776,
02-2014-0303,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,308,,,,,,,PR,2,HUTB-008768,6,2.165103513,41.39288569,
02-2014-1033,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,4,2,HUTB-010084,15,2.167838296,41.3961931,
02-2014-1034,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,3,2,HUTB-010083,4,2.167838296,41.3961931,
02-2014-1035,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,2,1,HUTB-010082,17,2.167838296,41.3961931,
02-2014-1036,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,2,2,HUTB-010081,17,2.167838296,41.3961931,
02-2014-1037,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,1,1,HUTB-010080,15,2.167838296,41.3961931,
02-2014-1038,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,1,2,HUTB-007425,8,2.167838296,41.3961931,
02-2014-1039,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,PR,2,HUTB-010078,8,2.167838296,41.3961931,
08-2014-0092,8,NOU BARRIS,49,Canyelles,Carrer,FEDERICO GARCIA LORCA,2,26,,,,,,,2,2,HUTB-011439,7,2.16473425,41.44194199,
05-2014-0523,5,SARRIA-SANT GERVASI,23,Sarrià,Carrer,ENRIC GIMENEZ,1,21,,23,,,,,4,1,HUTB-012914,8,2.117631837,41.39419753,
07-2014-0063,7,HORTA-GUINARDÓ,35,el Guinardó,Carrer,ART,2,30,,,,,,,1,1,HUTB-009018,5,2.176603656,41.41906763,
06-2014-0354,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,CORSEGA,1,491,,,,,,,3,3,HUTB-009576,9,2.167682137,41.40193057,
06-2014-0388,6,GRACIA,31,la Vila de Gràcia,Carrer,SANTA CLOTILDE,2,6,,,,,,,BJ,1,HUTB-011564,3,2.152406344,41.40451109,
08-2014-0103,8,NOU BARRIS,44,Vilapicina i la Torre Llobeta,Carrer,PARDO,2,66,,,,,,,2,,HUTB-011406,4,2.181541973,41.42803081,
03-2014-0119,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,2,90,,,,,,,2,3,HUTB-008746,5,2.141446677,41.36707933,
02-2014-0708,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,1,47,,,,,,,5,1,HUTB-010154,4,2.147765684,41.3801073,
02-2014-1147,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,6,2,HUTB-036833,4,2.163066622,41.38890243,
02-2014-1151,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,52,,,,,,,AT,1,HUTB-010791,2,2.163066622,41.38890243,
07-2014-0219,7,HORTA-GUINARDÓ,35,el Guinardó,Carrer,GENOVA,1,29,,,,,,,SO,2,HUTB-012920,4,2.167969485,41.41595574,
03-2014-0116,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ELKANO,1,17,,,,,,,3,1,HUTB-008820,7,2.163274853,41.37085789,
03-2014-0105,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,SANT FRUCTUOS,2,10,,,,,,2,1,A,HUTB-008744,6,2.146947156,41.37064337,
02-2014-0459,2,L'EIXAMPLE,6,la Sagrada Família,Plaça,SAGRADA FAMILIA,1,17,,,,,,,3,1,HUTB-009382,7,2.173071917,41.40056798,
03-2014-0209,3,SANTS-MONTJUÏC,18,Sants,Carrer,DAOIZ I VELARDE,1,5,,,,,,,EN,,HUTB-009116,4,2.132478357,41.37247811,
02-2014-0467,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,44,,,,,,,9,D,HUTB-009187,6,2.164875898,41.38987253,
10-2014-0195,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,MARINA,1,29,,,,,,,EN,,HUTB-013279,6,2.194062636,41.38629171,
02-2014-0520,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,268,,,,,,,4,3,HUTB-009130,4,2.167344361,41.38946834,
03-2014-0383,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,CONCORDIA,2,28,,,,,,,3,1,HUTB-009542,5,2.159144701,41.37175449,
02-2014-1307,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,6,,,,,,,2,4,HUTB-010511,4,2.171988854,41.38821661,
10-2014-0380,10,SANT MARTI,68,el Poblenou,Carrer,LOPE DE VEGA,1,97,,,,,,,1,1,HUTB-010148,4,2.202167909,41.40266781,
02-2014-1315,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CORSEGA,2,402,,,,,,,4,3,HUTB-010244,4,2.163369048,41.39841582,
02-2014-1318,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CORSEGA,2,402,,,,,,,1,1,HUTB-010245,4,2.163369048,41.39841582,
02-2014-1321,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CORSEGA,2,402,,,,,,,1,2,HUTB-010246,4,2.163369048,41.39841582,
03-2014-0386,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,1,87,,,,,,,3,A,HUTB-010251,5,2.143431285,41.37327657,
03-2014-0388,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,1,87,,,,,,,2,B,HUTB-010252,3,2.143431285,41.37327657,
03-2014-0390,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,1,87,,,,,,,2,A,HUTB-010253,5,2.143431285,41.37327657,
04-2014-0220,4,LES CORTS,20,la Maternitat i Sant Ramon,Travessera,CORTS,2,124,,,,,,,1,3,HUTB-012030,4,2.124762766,41.37884514,
02-2014-0495,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,PROVENÇA,2,474,,,,,,B,SA,2,HUTB-010325,5,2.174901849,41.40364476,
06-2014-0154,6,GRACIA,31,la Vila de Gràcia,Carrer,PERLA,1,31,,,,,,,BJ,1,HUTB-009322,8,2.156781192,41.40209136,
10-2014-0263,10,SANT MARTI,68,el Poblenou,Carrer,BILBAO,2,98,,,,,,,4,3,HUTB-009033,9,2.199171802,41.4035355,
10-2014-0716,10,SANT MARTI,70,el Besòs i el Maresme,Carrer,MESSINA,1,1,,,,,,,3,1,HUTB-012074,3,2.214544634,41.41487829,
02-2014-0345,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,188,,190,,,,,EN,1,HUTB-008684,6,2.152103386,41.37335108,
02-2014-0425,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,40,,,,,,,AT,4,HUTB-012463,6,2.159339173,41.38413882,
02-2014-0643,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SICILIA,2,332,,,,,,,1,1,HUTB-009405,6,2.17032358,41.40141572,
02-2014-0649,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,82,,,,,,,2,1,HUTB-009015,6,2.156930862,41.38766629,
02-2014-0651,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,82,,,,,,,3,2,HUTB-009016,6,2.156930862,41.38766629,
02-2014-0654,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,82,,,,,,,4,1,HUTB-009017,6,2.156930862,41.38766629,
10-2014-0265,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,1,121,,,,,,,2,2,HUTB-009536,5,2.194616001,41.39870187,
02-2014-1188,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,4,1,HUTB-010408,1,2.178655804,41.40444796,
02-2014-1190,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,AT,,HUTB-010409,2,2.178655804,41.40444796,
07-2014-0249,7,HORTA-GUINARDÓ,34,Can Baró,Carrer,VALLSECA,2,26,,,,,,,1,1,HUTB-012147,5,2.161722595,41.41326087,
08-2014-0144,8,NOU BARRIS,51,Verdun,Carrer,JOAQUIM VALLS,1,119,,,,,,,2,2,HUTB-012441,3,2.176579986,41.44301813,
10-2014-0150,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,JOAN D'AUSTRIA,1,105,,,,,,,8,3,HUTB-008620,6,2.186613799,41.39396044,
07-2014-0055,7,HORTA-GUINARDÓ,35,el Guinardó,Carrer,SANT QUINTI,2,52,,68,,,,B,EN,1,HUTB-009395,4,2.176197235,41.41235149,
02-2014-1231,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,172,,,,,,E,PR,1,HUTB-010212,8,2.15118708,41.39092984,
02-2014-1232,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,63,,,,,,,2,2,HUTB-009671,7,2.169100706,41.39182384,
07-2014-0151,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,CARTAGENA,1,339,,,,,,,3,2,HUTB-009739,5,2.171679339,41.41036795,
06-2014-0360,6,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,1,153,,,,,,,3,2,HUTB-009829,3,2.151351001,41.4007057,
02-2014-1377,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,PR,1,HUTB-011585,3,2.171401391,41.40230704,
03-2014-0575,3,SANTS-MONTJUÏC,18,Sants,Carrer,GAIARRE,2,52,,54,,,,,1,3,HUTB-012053,3,2.139210377,41.37148029,
09-2014-0195,9,SANT ANDREU,60,Sant Andreu,Carrer,GRAN DE SANT ANDREU,2,442,,,,,,,4,3,HUTB-012061,5,2.18736747,41.43919873,
09-2014-0066,9,SANT ANDREU,63,Navas,Carrer,MALLORCA,1,651,,,,,,,3,1,HUTB-009234,4,2.188247397,41.41223441,
03-2014-0249,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Gran Via,CORTS CATALANES,2,286,,288,,,,,1,6,HUTB-009110,4,2.144278252,41.37003203,
04-2014-0292,4,LES CORTS,19,les Corts,Travessera,CORTS,2,262,,,,,,B,2,1,HUTB-012404,3,2.13331529,41.38443434,
04-2014-0293,4,LES CORTS,19,les Corts,Carrer,MARQUES DE SENTMENAT,2,44,,,,,,I,6,A,HUTB-012454,8,2.135820659,41.38300858,
05-2014-0494,5,SARRIA-SANT GERVASI,23,Sarrià,Carrer,JORDA,1,11,,,,,,,2,,HUTB-012941,6,2.120218728,41.3951162,
03-2014-0405,3,SANTS-MONTJUÏC,16,la Bordeta,Carrer,ALPENS,2,6,,,,,,,2,,HUTB-011090,4,2.139535209,41.37014517,
03-2014-0408,3,SANTS-MONTJUÏC,16,la Bordeta,Carrer,GAVA,2,32,,,,,,,2,1,HUTB-010776,4,2.139792365,41.37001259,
03-2014-0422,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,HORTES,1,3,,,,,,,3,2,HUTB-011206,4,2.166341549,41.37117607,
03-2014-0423,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,HOSTAFRANCS DE SIO,2,10,,,,,,,BJ,2,HUTB-011208,2,2.143133844,41.37205096,
03-2014-0426,3,SANTS-MONTJUÏC,16,la Bordeta,Carrer,ALPENS,2,6,,,,,,,BJ,,HUTB-011093,4,2.139535209,41.37014517,
03-2014-0430,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,POETA CABANYES,1,17,,,,,,,PR,1,HUTB-010804,2,2.16468316,41.37244777,
02-2014-1223,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,118,,,,,,,AT,2,HUTB-012017,2,2.157298529,41.39310684,
02-2014-1226,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,118,,,,,,,4,2,HUTB-012016,7,2.157298529,41.39310684,
03-2014-0106,3,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,21,,,,,,,EN,4,HUTB-008679,5,2.173102723,41.37266624,
03-2014-0278,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,73,,75,,,,,2,8,HUTB-010450,4,2.141344406,41.37254665,
03-2014-0279,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,73,,75,,,,,2,9,HUTB-010451,6,2.141344406,41.37254665,
03-2014-0281,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,73,,75,,,,,3,1,HUTB-010453,6,2.141344406,41.37254665,
03-2014-0282,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,73,,75,,,,,3,2,HUTB-010454,4,2.141344406,41.37254665,
03-2014-0284,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,73,,75,,,,,3,3,HUTB-010455,4,2.141344406,41.37254665,
03-2014-0285,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,73,,75,,,,,3,4,HUTB-010458,4,2.141344406,41.37254665,
03-2014-0286,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,73,,75,,,,,3,5,HUTB-010456,4,2.141344406,41.37254665,
03-2014-0287,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MOIANES,1,73,,75,,,,,3,6,HUTB-010457,4,2.141344406,41.37254665,
02-2014-1622,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,156,,,,,,,3,2,HUTB-010748,7,2.155587669,41.38401931,
02-2014-0337,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,210,,,,,,,1,3,HUTB-008740,5,2.156930702,41.39183458,
02-2014-1013,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,217,,,,,,,2,3,HUTB-009550,10,2.156575356,41.38334349,
02-2014-1014,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,72,,,,,,,3,1,HUTB-009743,10,2.157725423,41.38365015,
02-2014-1386,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,PR,2,HUTB-011596,3,2.171401391,41.40230704,
02-2014-1396,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,4,1,HUTB-011582,3,2.171401391,41.40230704,
02-2014-1400,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,1,,HUTB-011578,8,2.171401391,41.40230704,
02-2014-1407,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,2,,HUTB-011579,11,2.171401391,41.40230704,
02-2014-1414,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,3,1,HUTB-011580,5,2.171401391,41.40230704,
02-2014-1419,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,89,,,,,,,PR,2,HUTB-011449,6,2.158423671,41.37758575,
02-2014-1422,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,3,2,HUTB-011581,3,2.171401391,41.40230704,
02-2014-1431,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,4,2,HUTB-011583,5,2.171401391,41.40230704,
02-2014-0440,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,1,47,,,,,,,1,1,HUTB-009392,20,2.177599369,41.38949822,
06-2014-0146,6,GRACIA,31,la Vila de Gràcia,Carrer,LUIS ANTUNEZ,2,14,,,,,,,PR,,HUTB-009230,8,2.153998769,41.3964816,
03-2014-0486,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,TAPIOLES,1,45,,,,,,,BJ,1,HUTB-011630,7,2.162868969,41.37075797,
03-2014-0222,3,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,75,,,,,,,1,,HUTB-009308,10,2.166946165,41.37293765,
03-2014-0223,3,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,75,,,,,,,EN,,HUTB-009309,9,2.166946165,41.37293765,
03-2014-0224,3,SANTS-MONTJUÏC,11,el Poble Sec,Avinguda,PARAL.LEL,1,75,,,,,,,AT,,HUTB-009310,4,2.166946165,41.37293765,
02-2014-1463,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,174,B,,,,,,5,2,HUTB-011413,4,2.151357449,41.39105632,
02-2014-1473,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,174,B,,,,,,5,1,HUTB-011412,5,2.151357449,41.39105632,
02-2014-0736,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,LEPANT,1,349,,,,,,,3,2,HUTB-010065,8,2.170151425,41.40653603,
05-2014-0199,5,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,183,,,,,,,6,2,HUTB-009954,9,2.151866096,41.39469226,
03-2014-0137,3,SANTS-MONTJUÏC,18,Sants,Carrer,VALLADOLID,1,21,,,,,,,BJ,2,HUTB-008774,6,2.13517922,41.37596698,
03-2014-0138,3,SANTS-MONTJUÏC,18,Sants,Carrer,VALLADOLID,1,21,,,,,,,1,2,HUTB-008776,6,2.13517922,41.37596698,
03-2014-0139,3,SANTS-MONTJUÏC,18,Sants,Carrer,VALLADOLID,1,21,,,,,,,2,2,HUTB-008777,4,2.13517922,41.37596698,
06-2014-0208,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,GRASSOT,1,93,,,,,,,3,1,HUTB-009191,3,2.164094164,41.40334998,
02-2014-1438,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,334,,,,,,,AT,,HUTB-011584,4,2.171401391,41.40230704,
10-2014-0408,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,ARQUITECTE SERT,1,7,,9,,,,,5,2,HUTB-013299,17,2.197384818,41.3893313,
02-2014-1480,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,NAPOLS,2,168,,,,,,A,1,1,HUTB-011386,8,2.174892293,41.39625346,
02-2014-1487,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,63,,,,,,,1,4,HUTB-011109,4,2.157690892,41.38681231,
06-2014-0390,6,GRACIA,28,Vallcarca i els Penitents,Carrer,VECIANA,2,38,,,,,,,,,HUTB-011669,11,2.142209419,41.418207,
07-2014-0215,7,HORTA-GUINARDÓ,37,el Carmel,Carrer,CALDERON DE LA BARCA,1,123,,,,,,,2,,HUTB-010942,6,2.156223459,41.41741144,
02-2014-2199,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,92,,,,,,,1,1,HUTB-012491,5,2.148960133,41.38073094,
02-2014-2200,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,92,,,,,,,PR,1,HUTB-012492,5,2.148960133,41.38073094,
02-2014-2203,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE D'URGELL,2,18,,,,,,,1,1,HUTB-012393,9,2.160746953,41.37802109,
02-2014-2205,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE D'URGELL,2,18,,,,,,,1,2,HUTB-012394,9,2.160746953,41.37802109,
02-2014-1262,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,GAIOLA,1,11,,,,,,,2,2,HUTB-010280,2,2.171988503,41.39916198,
06-2014-0416,6,GRACIA,31,la Vila de Gràcia,Carrer,JOAN BLANQUES,2,12,,,,,,,1,1,HUTB-010836,3,2.160034554,41.40274357,
10-2014-0819,10,SANT MARTI,72,Sant Martí de Provençals,Carrer,HUELVA,1,51,,,,,,,3,2,HUTB-012583,5,2.194360949,41.41513003,
04-2014-0064,4,LES CORTS,19,les Corts,Carrer,TAQUIGRAF MARTI,2,20,,,,,,,3,1,HUTB-009416,6,2.128741947,41.38319912,
